"m","Re_omega","Im_omega"
98.4,92.77240969167504,7.731700714691551e-24
98.6,92.96097149999144,6.822835484493651e-24
98.8,93.14953330830787,6.020704693613062e-24
99.,93.33809511662427,5.312786279794803e-24
99.2,93.52665692494068,4.688025748417546e-24
99.4,93.7152187332571,4.136664359780197e-24
99.6,93.90378054157351,3.650087408721811e-24
99.8,94.09234234988992,3.2206902496166062e-24
100.,94.28090415820634,2.841759993603316e-24
100.2,94.46946596652275,2.507371046819241e-24
100.4,94.65802777483916,2.2122928721271356e-24
100.6,94.84658958315558,1.951908545629099e-24
100.8,95.03515139147198,1.7221428460559797e-24
101.,95.2237131997884,1.5193987624664407e-24
101.2,95.41227500810481,1.3405014358516246e-24
101.4,95.60083681642122,1.182648665220859e-24
101.6,95.78939862473764,1.0433672103096804e-24
101.8,95.97796043305405,9.204742127665725e-25
102.,96.16652224137046,8.120431369202191e-25
102.2,96.35508404968688,7.163737012250827e-25
102.4,96.54364585800329,6.319653333079786e-25
102.6,96.7322076663197,5.574937361447409e-25
102.8,96.92076947463612,4.917902011258424e-25
103.,97.10933128295252,4.3382334636667005e-25
103.2,97.29789309126895,3.8268299623917096e-25
103.4,97.48645489958535,3.3756595132731185e-25
103.6,97.67501670790176,2.977634273521288e-25
103.8,97.86357851621818,2.6264996752620576e-25
104.,98.05214032453459,2.31673655682499e-25
104.2,98.240702132851,2.0434747773215915e-25
104.4,98.42926394116742,1.8024169685277768e-25
104.6,98.61782574948383,1.5897712356826402e-25
104.8,98.80638755780024,1.4021917579811594e-25
105.,98.99494936611666,1.2367263624250573e-25
105.2,99.18351117443306,1.0907702532057746e-25
105.4,99.37207298274947,9.620251746064404e-26
105.6,99.5606347910659,8.484633700098195e-26
105.8,99.7491965993823,7.482957742972458e-26
106.,99.93775840769872,6.599439428771745e-26
106.2,100.12632021601513,5.8201527881374e-26
106.4,100.31488202433154,5.1328117093864464e-26
106.6,100.50344383264796,4.52657701221423e-26
106.8,100.69200564096437,3.9918861974802243e-26
107.,100.88056744928078,3.520303210377992e-26
107.2,101.0691292575972,3.104385866638405e-26
107.4,101.2576910659136,2.737568867161458e-26
107.6,101.44625287423001,2.4140605699009262e-26
107.8,101.63481468254643,2.1287519027211375e-26
108.,101.82337649086284,1.877135990647404e-26
108.2,102.01193829917925,1.655237238391388e-26
108.4,102.20050010749567,1.459548756855095e-26
108.6,102.38906191581208,1.2869771528025787e-26
108.8,102.5776237241285,1.1347938160681048e-26
109.,102.76618553244491,1.0005919403368092e-26
109.2,102.95474734076132,8.82248603272453e-27
109.4,103.14330914907774,7.778913109748325e-27
109.6,103.33187095739414,6.858684816612316e-27
109.8,103.52043276571055,6.047234051719153e-27
110.,103.70899457402697,5.331712693613138e-27
110.2,103.89755638234338,4.700788925037783e-27
110.4,104.08611819065979,4.1444684326562365e-27
110.6,104.27467999897621,3.653936672357509e-27
110.8,104.46324180729262,3.2214197204999646e-27
111.,104.65180361560904,2.8400615230553577e-27
111.2,104.84036542392545,2.5038156119670764e-27
111.4,105.02892723224186,2.2073495851466598e-27
111.6,105.21748904055828,1.9459608469529324e-27
111.8,105.40605084887468,1.7155022828617953e-27
112.,105.59461265719109,1.5123166981078817e-27
112.2,105.78317446550751,1.3331789878035187e-27
112.4,105.97173627382392,1.175245127570821e-27
112.6,106.16029808214033,1.0360071809616088e-27
112.8,106.34885989045675,9.132536145661474e-28
113.,106.53742169877316,8.050342952074722e-28
113.2,106.72598350708957,7.09629617291249e-28
113.4,106.91454531540599,6.255232733862181e-28
113.6,107.1031071237224,5.513782384661365e-28
113.8,107.29166893203882,4.8601558885004435e-28
114.,107.48023074035522,4.2839582152725905e-28
114.2,107.66879254867163,3.776023789471525e-28
114.4,107.85735435698805,3.3282711910963e-28
114.6,108.04591616530446,2.933575014558027e-28
114.8,108.23447797362087,2.585652861110224e-28
115.,108.42303978193729,2.278965678990672e-28
115.2,108.6116015902537,2.0086298760170187e-28
115.4,108.8001633985701,1.7703398151292561e-28
115.6,108.98872520688653,1.5602994672387072e-28
115.8,109.17728701520294,1.3751621403014282e-28
116.,109.36584882351936,1.2119773310569125e-28
116.2,109.55441063183576,1.0681438583664427e-28
116.4,109.74297244015217,9.413685363191194e-29
116.6,109.9315342484686,8.296297328090952e-29
116.8,110.120096056785,7.311452365026665e-29
117.,110.30865786510141,6.443439232243528e-29
117.2,110.49721967341783,5.678407728695173e-29
117.4,110.68578148173424,5.004148409438473e-29
117.6,110.87434329005065,4.409898355720688e-29
117.8,111.06290509836707,3.8861699204628265e-29
118.,111.25146690668348,3.424599733482054e-29
118.2,111.44002871499988,3.0178155715274947e-29
118.4,111.6285905233163,2.6593189810865336e-29
118.6,111.81715233163271,2.3433817914152614e-29
118.8,112.00571413994913,2.064954875294107e-29
119.,112.19427594826554,1.8195877090809788e-29
119.2,112.38283775658195,1.6033574547932965e-29
119.4,112.57139956489837,1.4128064378999177e-29
119.6,112.75996137321478,1.244887027628381e-29
119.8,112.94852318153119,1.096913043995281e-29
