3/2	0	4619/100000
102827/409600	2.3734579152854000914563094660691282784484255672171978311069425903618235494818006e-80	60.455264219816501419262911829452574851512553467367466575640176360791031377100576
51413/204800	2.663245250251158157706070344639973476810814333083451492304349704933620105097988e-80	60.59599437480040114713912938060770520747651896708840829992989172817127611687301
4113/16384	2.9893268422042476682551308093972704755393062394891031752335187951202343498363515e-80	60.737386812907244546147768379183639389783251530336270823390797901309011927718755
12853/51200	3.3561585821047110944157893074571600350018792605550539063148835783401698653756337e-80	60.879446220101085553044296595637810182174266646640845522133991635724391728609444
102823/409600	3.7694294213413649764033332103742899334107109640337619851295774080088168223838997e-80	61.022177326657695148738401732567737718986517139435836076247527910119107043780243
51411/204800	4.2341187812663029118362883568453633838394645550362159571759279792408928388141235e-80	61.165584907689581702357644025788852169733503372052473340956682550475051720437477
102821/409600	4.7571957428043221104897554083893838173282463132624532797869717315181283712315374e-80	61.309673783678493790523443105407829494198977958598905058381106779563921438708698
5141/20480	5.3472093835738059328576533709158091098857757435398284201367899036787364696444612e-80	61.454448821015530199759604673047927179988854661845395840159670733958470433759364
102819/409600	6.0114021900132942210928168788698224294611254802531068937490664907735459064813245e-80	61.599914932548984201011734900914963903907484131644872596433364926534618890689412
51409/204800	6.7608218910796165006999137996691678117397564014276746070942295889890088857122724e-80	61.746077078140051617580834915929014139811526771968957055591962081721608804071245
102817/409600	7.6053724970696624094105655959362082219484097409988800388786987309399793859677184e-80	61.892940265226534692595534012507832165842982022102237242601965907769789099783619
3213/12800	8.5576260454657693276406888674948379951964385550428606478263249185723738699362602e-80	62.040509549394676300726736749975992128276930857738438576495590084094583354498432
20563/81920	9.6320406982715842866990450692128495786594884816038246252642870559941980184100019e-80	62.188790034959261642481302949013479491844773779857305219829638918142172103239189
51407/204800	1.0844317722563783351099634790701405228510645994517015291851751113415493440573565e-79	62.337786875552127209427546152571984129990599979599393048356707015806420731495261
102813/409600	1.2212627558935648274545824315943038328596364017252370973148832638161009577891426e-79	62.487505274719219516470038984793975315650547067292287132754115117098916240548402
25703/102400	1.3758124530160448284385704027377518418638471086238666885897679571184311629269804e-79	62.637950486526348864206116529510830459363119455827449115602077485350733721258991
102811/409600	1.5502510841394116110293582978589771886693026570360898966434414442745850556306127e-79	62.789127816173786221900748969062459689826513183494092539946774121882969270728601
10281/40960	1.7474001400826017014185784655623344439319072599423688344677052753230772056547688e-79	62.941042620619854211187901967914089945678253870437082029292759630450359395230006
102809/409600	1.9702031325435482381672192246538975140232074234825477996632903856157140932997625e-79	63.093700309213666123762652302368566952058187576486655714746790211856343335611033
12851/51200	2.2220273188991491247138820800616599030821353614008401893909194680070837487497855e-79	63.247106344337169924627625600454541332144369980344424511900806227341801960626632
102807/409600	2.5067938465702545394791511838307172334862181362417628987042174918309968813328702e-79	63.401266242056657277500341569381251058985642805723718647530440493217078041014682
51403/204800	2.8288866802405555426774403435366146106923996852860216613880696637889064092140386e-79	63.556185572783900782418723721014132412877632272122671089773228535167084157693617
20561/81920	3.1933187164054818665844682901603286931702282379728758537822044152712135842357925e-79	63.711869961947085839088939386290412105910066627316010010720747991608489388868414
25701/102400	3.6057398498955120372893523787175443121843896065723058365648378031910213049916318e-79	63.868325090671706844837442062790882017249968724106387846724649716352453273936941
102803/409600	4.0727505764992704988262772692959538376484556101631817583370868068656216422632409e-79	64.025556696471600804939497510300384648526962967323324397389662707897190988419536
51401/204800	4.6015710855110767992720894260669714545455270760421001914792530680415180727689634e-79	64.183570573950294877430251753774875252120592883251007169914552292172308222270941
102801/409600	5.2005875096022721959598202802777752054447630009606401723610612609019461702459574e-79	64.3423725755128478961424252510879990900667331161604375137432476027656257754087
257/1024	5.8794259377540923426735535955191637357140364366952234646268680792999674014360793e-79	64.501968612088369516589599168089172827339633046950875294538777453615260902233045
102799/409600	6.648917873558257801742756704403231954892389308123725368929878954728289445961939e-79	64.662364653863404311411683080810643253546641246048345647755381113006650584209185
51399/204800	7.5214361594814681563692780370504673092157773304152317160988650234180760816904875e-79	64.82356673102637190746029089843820165221763731470833275013728925938516011950117
102797/409600	8.5110794087817934148876048317637397160637884141447147822120325086358869894031356e-79	64.985580934523258107323721106336657477905557845854513495728397044072405520643916
25699/102400	9.6339357771901320001613506816030523750246293712352885086010031610224389618676541e-79	65.14841341682475587632961512740841704149495539787389638641309102023373513634827
20559/81920	1.0908342820618823142321146051759429186728440783549877200107316748505999750227055e-78	65.31207039270505910403375896814159233254311444584936234149677215556355995098872
51397/204800	1.2355216937468810462253427176125641755828948165724622239766109555443169195269472e-78	65.476558140032516169183360628738231617245304963412116031523426808972351623616166
102793/409600	1.3998428636140240090205399988769970669501428004533745895370775933305371366093971e-78	65.641883000572354551473687054015376777096170935685895670923140168840154602254035
12849/51200	1.5865223210068239321978079032832759027425601428122490313060705337069583373667675e-78	65.808051380801692044505084887022017275462727858038376579894221326432320960469976
102791/409600	1.7986712403017098371819581568657024730563025842054824112229312305386313991245471e-78	65.975069752737054534667757609821766597322175708005576428603358456702441514028397
10279/40960	2.0398433353582523056837888420620969824568060362463989572377527454248226394262241e-78	66.142944654774624822778643401224910707824952655298987636500053140947710598677209
102789/409600	2.3140992319042727917495041628715079655140823766524347398677211990772622990896497e-78	66.311682692543451581784698850104011375659325204078296387560056532614637119619738
25697/102400	2.6260803514911805359154432131079212538110490413092380290911256457366784494719145e-78	66.481290539771852267420384490539766141312101801028247888748793286321423551598409
102787/409600	2.9810938079538971655351471349745235383892269250274753346379720979821529340801489e-78	66.651774939167248632131185250972904563724976251151227731743544469307907734758724
51393/204800	3.3852099826338386481794996425052414897371338164784340813185586719018040414986221e-78	66.823142703309678438695451408869458380371519837073586778015003018082201430024792
20557/81920	3.8453747110210902087326911202555029641487307588060691018465242517988458122568629e-78	66.995400715559232031720893135229157486493331373182076884960728799666625612736882
803/3200	4.3695383102350310614830677336894877316311970615018583268688693381546504644802902e-78	67.168555930977667605570735319202131907818452924711743654902140439535013985768022
102783/409600	4.9668040382339017941643478589514168537908950041858823932251031496394856155031153e-78	67.342615377264464309385348902313260602041833987095333919956229126583772439591428
51391/204800	5.6475989693921193945706652308070965010954190408621782353116134012033154317029421e-78	67.517586155707577756894825553470346865193683366760595863437114561674931286275624
102781/409600	6.4238707428835605318837375457946554127327511606725011932586831592111818022847505e-78	67.693475442149168063945163919223541192511646324435052338767994019811162420005563
5139/20480	7.309314186700190825647715220656372649910459808047127621609582959737510878273218e-78	67.870290487966576223459107646586296771724323402322911678526386452789251551076082
102779/409600	8.3196324474557607757550255072261418000575318701898787698744234943001559668265038e-78	68.04803862106883044939375274138256767221152938381560381491389334389255680824247
51389/204800	9.4728379958716396439785138808936604371429695222911160944623592898736024716696586e-78	68.226727246908970081713382937540669074033508113652856851767876094541565960365662
102777/409600	1.0789599723810532850125503274767829130918275145589920666664394996756168458802051e-77	68.406363849512480747144394058875968124013125500987033693366132274104843429205667
12847/51200	1.2293643343943062044809392465911356153487622336228864486104186619435039231068557e-77	68.586955992522140719303995184311140883962859569738446093351630065140475268892649
4111/16384	1.4012213448756912655249439306377250889273272305977533194160912243465610562390641e-77	68.76851132025958482059099710079504383251753082259698648508103089764878026689643
51387/204800	1.5976606932794702283993597235781046877665758299901081908365481175815583791019526e-77	68.951037558803898761005358110744380935994603483203468884346952443217337918024012
102773/409600	1.8222789029005474927090803169815208545860157180184725664013902201513631471781847e-77	69.134542517087563519951450452626214162224170468998287586273254177134346647909066
25693/102400	2.0792105032595487930629318581057813149802086663292778307863849466157310034863349e-77	69.319034088010076250328504426830169022976473769724989552976554557178818049432758
102771/409600	2.3732102891271990587222847210269243785443829309524366470756083191042254031975451e-77	69.504520249569581224196667525830133154119320942211512089934441488300691726490514
10277/40960	2.7097484302039164900686964419209875775951692252496940693092059474009317395287725e-77	69.69100906601285155053497397140958219185235771896754145138483856941384039081648
102769/409600	3.0951204819122206419515608879692526045386978788887437128615450589840448668042877e-77	69.878508689003969782718984460713000062223693234133943329455132057801845533429097
6423/25600	3.5365746821506682206528867993705138694225640374535698532133407739903923754514404e-77	70.067027358812063101120372440327701060679858714048697885330551873432156246961353
102767/409600	4.0424593079386376411856093212697736712268264499079110579263660523632278159148256e-77	70.256573405518456509591000831300981453474937421926904046394175129658894229155377
51383/204800	4.6223933215092594261111455409225376343477870764576758505303359527070852950713033e-77	70.447155250243615428610700754739955575577998626657174837720074597099559980606232
20553/81920	5.2874640649352327108677124741178517438832054482002055955056775187149709554452214e-77	70.638781406394257207774494471755578061402699578023774056538975460087183790051533
25691/102400	6.0504563833301937784149926926616811391933121235827440435618287590767238520395992e-77	70.831460480931019421452713371607333109766070303269673383414392969104611482087145
102763/409600	6.9261182798058808065294831661365270425619154185677523028373424156001274420240796e-77	71.025201175657081359420733485638757743064381341724853483215716495175164787163302
51381/204800	7.9314690524667544686719969010927869671287847243475660194127009739026114371820479e-77	71.220012288528143884736746528972952996765807095373368745557371122203185059007379
102761/409600	9.0861568524148174732906402966727391948738038356973603327463009469879286483765944e-77	71.415902714984181810033040826563887788999264979107060860247875446064839748455127
2569/10240	1.0412873760193072808418938253221536282217942515287105500504206949980437103010625e-76	71.612881449303392146745499243691605547173819531406405787067974661743584908105198
102759/409600	1.1937837832142722597855502223819032125483159237319033855638451441522293352010581e-76	71.810957585978771015890137277104106991306975415744485854218212475148148100045195
51379/204800	1.3691353154393962301640317220397262686976558152185127964913399189312787113976925e-76	72.010140321117761680249332913439065761047711755934486099291144679192407168519494
41103/163840	2.2940603158687539256639852343703199640810154934508379678375009049663919981292342e-83	72.110149565029631626700241275390203688877908261423618566133281181231249721504658
102757/409600	3.8106870820778683670341969408710371645667426585886300629609083979259055318964777e-86	72.210438953865426072897350037630007146191591187288530996387951999355454149284628
205513/819200	4.0823228689180005370095712191310276707913508827025418930878478940599709651456099e-86	72.311009666355328568626626102518165050360872732640399284437646550112476886860853
25689/102400	4.3808887637962905344130189288496539131106160080521440140751554609421069554863341e-86	72.41186288785160236272351227025462411682923168694827608184641551894380896228444
205511/819200	4.6832147880262518104760914964663541483767502067238349898361083191525555482432262e-86	72.512999810375159177325631769164286679755615065332314300523256554737730180552418
20551/81920	5.0162882463951984462382436543586976943703441437656020790815131167826833734110219e-86	72.614421632662521521062840042462070440840202573053000203663997593524010131021738
205509/819200	5.3766704726199646280531256912265229436828130148593074527756593385912203514039145e-86	72.716129560213182426618419885578387142224989706379304158163231031188904814090823
51377/204800	5.7598778513187345735128521706702303668121038875118976183177564696383979236020213e-86	72.818124805337366541998422763651474368048498570126909032931224306697176410772676
205507/819200	6.1711557387742322192142808810200702264101381298681335471313200412606705323565874e-86	72.920408587204196549308246865294975167288046531644375048752177003032185772825356
102753/409600	6.6298554966070594871351975578436380585739930465241692989176253655354685962136028e-86	73.022982131890268929864427327571967177213109752868833474412390863101204169597446
41101/163840	7.0963647416484754522428118936093680720870105405580548966203422649191809741977035e-86	73.125846672428643140073335774169741043299261442068548695637245122541016103338898
3211/12800	7.6200969602516244358080755580098135239672482505033173428234860158092629628850255e-86	73.229003448858248308695210139928703131376281453882510628103141960188918864051985
205503/819200	8.1688907873571489694667319558431221968498520289133427072235896915426659812847032e-86	73.332453708273711612889954770220543567640467879207409534245660781540404033576407
102751/409600	8.753676146236700548523789796743357687382725035811514673445471159325371132767723e-86	73.436198704875612537818887991516958274669074132529246552184269706055054709488249
205501/819200	9.3835803060038243749730818069609064017353892059551721063726702308180918555001587e-86	73.540239700021167272562624930903572876671410867664183931493931287482291370725552
2055/8192	1.0083099080496663014782020445981058161882728200041822585602363986632913569097845e-85	73.644577962275347543718256936896675861661330951030878179451911254074997128923973
205499/819200	1.0805564769821809592549815380534404332410666371796235402250531291112354081390135e-85	73.749214767462438237267751887852979718624721919342088348089035255744945911665921
102749/409600	1.1599995612934785713106342142682697775460765973026094516396154686248988865896372e-85	73.854151398718038209173017431125603258164746296901042696338911449627512832006984
205497/819200	1.2437611394154588585774254571280597467711406232155929894618683569965560188241124e-85	73.959389146541508735660448731765465418305450934328137002914344605556015290927957
25687/102400	1.3349715292086571962735655562828154725481183981455093057294898470457377797130574e-85	74.064929308848874105318274511622493406622968726827329104048926349090018178370135
41099/163840	1.4330594255639297161066300095251605566167255224389911798888744457549820484849587e-85	74.17077319102617890695301733271812661777138438318236969416363175713675502031137
102747/409600	1.5374819108829451971476300603909972325675012330013421213340593207218312259867727e-85	74.276922105983306619646442475923430951422319764791887927680978764190509136330186
205493/819200	1.6502207060347839959008751632079608206229553324571745091627211463911242523004279e-85	74.383377374208264164631182168297930190711228262484927782075716442026367594333814
51373/204800	1.7723904160517839004248322710650803767662600059731924627661140158285898720992264e-85	74.490140323821937132471640256413733934179657548783228135956472108629967118454072
205491/819200	1.9030055374628782390502169770623381836925714494262109877470179844936527298362887e-85	74.597212290633320453606815477661945288839817905461776293598715570221033267245343
20549/81920	2.0428515823489354458414842506199003148135730980140947329255273241270170005181132e-85	74.704594618195229335593497576054288315071247704768594516670351824707572393804207
205489/819200	2.1939172236782998442749400247092698816580861483354883525025561685473238548246539e-85	74.812288657860495346392220311604938491850288985416890725898488463779963168874776
12843/51200	9.8391548724488811139881821159697174787592834240309907911976304427021971115584443e-84	74.920295768838652579774894761785554221445915702412549094224026229110423217793086
205487/819200	2.6646938376031667582358530692019903290677903420188647332459300047102667330595892e-84	75.028617318253118896412859104213142400379181165829374204337794718570180462779849
102743/409600	6.7727364828727844476032258017598159095157149726631402037815490750188561390079282e-84	75.137254681198877292438002191469911949566327785358283603733943821008653619520243
41097/163840	4.1519901224497473966912594529982871957700470302928158852344912294904094036512002e-84	75.246209240800662506268656562512265495737200280814485567484036696546944058194793
51371/204800	3.4458246942743051466634405323903776064244545979376168005639397591132135843609039e-84	75.355482388271658034267298004651944044142605887642046435077096225385931471768266
205483/819200	2.0029446179753732910532855213820625688682135199085929420938352481297685726329248e-84	75.465075522972708786360099463711517111003717051917320702344956001142767827959004
102741/409600	2.3661528498733556217468658386829552532890009140940323244906290415117769285927406e-84	75.574990052472054674110616399635079002812275808034235629348689714085352824656048
205481/819200	2.2101277989127523860121052516488844216541774931520665013154500605415639834367515e-85	75.685227392605590485913064556756129484294153419133091185179664659379960976816184
5137/20480	-1.175474870221151215269918855545704955730155355638132943364252404664449151022549e-85	75.79578896753765746696671536462116116373287542541113402874804802512114568860181
205479/819200	3.3294023440756140275683443257027090764956323814774859524920614959606909653649121e-85	75.906676209822372085523997810786212766287625891398112900269210237155436231707511
102739/409600	1.8236315589566938880380543065942743382060619025486254948282163128282684095510159e-85	76.017890560465497531583274256400951587356616939782029220535385959894545583001519
205477/819200	3.8657670350156972033578092659820832210109319704459830693666703967007584857778629e-85	76.129433468986863559735467029894923176101614227915038707866745250060705538252957
51369/204800	7.1315715177304870711606923958794243701354009590362998823483043618673798093281697e-85	76.241306393483340354284472123255977886826495486862202439151809151137648067436723
8219/32768	5.1792856776187220431816781826676923423782081576231470270230013691037244130328237e-85	76.353510800692372162057532597755260454183775874729677679667127278166265008647817
102737/409600	5.6778427818431832270679680951937465895861047042717546304315496247164670366617003e-85	76.466048166056076506516595019407672703572168136993478142654616431017797841902572
205473/819200	7.2590417841682053049455074174100645718661501619775598805725541648264610270862392e-85	76.578919973785914865888489757922314339486501908967728424573483649682767203742122
6421/25600	7.4235269767409700347322208688700760619426636013152633169447904893462569649067282e-85	76.692127716927940768064131230918344350038417509983344105965725323864793838050683
205471/819200	7.9113818802454873662071867948438258692219979898500096498050756519182595792846138e-85	76.805672897428631325988620566618721287006463548109488116072771600125678779750281
20547/81920	8.5222678234087233157685818058190894481097631101984130960281818730614566352134122e-85	76.919557026201308309189170560899554798144032922644443597443999281937231675615346
205469/819200	9.2545474103254750482382405648565670659752258628855315437980860242017999665577646e-85	77.033781623193154919980411607273930587531252309862964038546579075342540776162783
51367/204800	1.0023347824407407953681482942426450992700768803998438605311060542389439335443337e-84	77.148348217452834516761362532024796815032687966509132972024313750995464500144051
205467/819200	1.0774698121220698736580153466840795680295268988696380647107521307938989629339202e-84	77.263258347198717601689885906068442447658620162880178364290760847714134585194471
102733/409600	1.16144680846674805487202766319373947447352103520354187168139831079792193947113e-84	77.378513559887723465903760553137134370961624587667497256097404015855990715802428
41093/163840	1.2497474616240461970767454851702591309320343215428632428361056725063861866917255e-84	77.494115412284782962367809329894656680758222941298620217970524612332350729915832
25683/102400	1.346516731510446919204969745306479858905928959794033556454266913079612420406935e-84	77.610065470532928954379284567762567629714751765280746735248960243917194131277394
205463/819200	1.4508018468292504931575299640159996965524767227185640314703630353334940314983679e-84	77.726365310224021066774660201405813842860109478553673249673042180467893279167657
102731/409600	1.5626118990432642591818531188031889482741782322516855588925818837769570661192861e-84	77.843016516470111446966093192209457702610739687322143000199619346791620207217324
205461/819200	1.6826944899693102025550959199882205092660132332469853418843399328901854801359884e-84	77.96002068397545832411134802129111479638519381201648059706544079290903378107991
10273/40960	1.8124979117509575347336295922077644504417286674423288056882525618881604699417752e-84	78.077379417109194237003448254163987119966479493891145128147915236872227551190117
205459/819200	1.9525260000135674569516697401798834843703199115046836073902645430632844075344497e-84	78.195094329978655884672525722438447384610279485040036105055529148350241138140833
102729/409600	2.1035444660659781824226765732789707583854892041464155121604263497519878334805277e-84	78.3131670465033826382393587864351410887738527920474522843739729606853448344553
205457/819200	2.2667509968349085805973781233879259935318965790054012896690764285112667922962723e-84	78.43159920048979083826529042981395432200680125160583408814860225193182837168412
12841/51200	2.4428444320615172394257359055068782055940731049583126258703253458429670319428779e-84	78.550392435706531088724249751361104648188565337224256551661501708406289239359984
41091/163840	2.6330904113643880674900949792744102009113247116332138963047741603916195766602457e-84	78.669548405960535846797418416818859456832973601137533053227784430574914117518011
102727/409600	2.8380857067489051576829575112073142318883221397370519471075922896056683352975332e-84	78.789068775173764696977940411170076955078537074480621577439046756117378551016367
205453/819200	3.0595973950931320491525836002863272649988500891462481822713419012474266050193922e-84	78.908955217460654788490530073019981332985374230648181657085275207474986590865375
51363/204800	3.2988227048537171476058178877162123041685932514777235084834700091431608436079814e-84	79.029209417206284006797764128688707864991784532650567936456765683723272575281589
205451/819200	3.5570789837598587911696293990205746010884348688150691649292150785506207373069436e-84	79.149833069145254543000441424797035394119720276808992405207324262306691400993752
4109/16384	3.8360738324950301354779462163436491346364805515205424419806216081382820254894986e-84	79.270827878441304619263177242112789820519066785595959057637326231333461362287215
205449/819200	4.1371429965410368649011699068367669563344823546693096758132178739834364779822017e-84	79.392195560767656224028216230686070208741648281120961904574358586499255862082948
25681/102400	4.4627360244983818918913397128711807491153685168387155609159409686940798548874554e-84	79.513937842388106807740484846301848596433471329301749825952854876088640638343943
205447/819200	4.8143987680854598815139689127972228790173443782661971792644512186731703762010417e-84	79.636056460238872988115689588742578103979089287683927494791004500543492731936514
102723/409600	5.1943477454810217581279423938264945152852426932330207513393198486190888525881657e-84	79.758553162011194413661679804279101355992031846058824213391706641599887695581488
41089/163840	5.605060320933202495939532415346676829056013824335503001357993562362269538280787e-84	79.881429706234706035232567845969980576310362450646851729406417599343862305475501
51361/204800	6.0486994131202694646315088841327052616014432598967438817415241448776057901044804e-84	80.004687862361587137876832215083337411126580262369869837426836577500236001954889
205443/819200	6.5283307770907000618467447392313402772526027705322277804181669814209204294643956e-84	80.128329410851495589156787635083667312561993386121267368134271771001716341945862
102721/409600	7.0466855121273796269862214423871598958726185190131509350193371792823714815823693e-84	80.252356143257295865489732912447858527630704518086327181422227477493872388405657
205441/819200	7.6074423657169533219712003286848847962345497716661452424787802759300107283208429e-84	80.376769862311589524913509414914969251521628931479690098128587752700613519694351
321/1280	8.2139509831672795693524537548583863375080550842080558222582170585389401510653628e-84	80.501572382014056903034237158156925792931307571437318252167442876601803211234704
205439/819200	8.8693529492867351773095454669062975440972885970997764944373952220867885611452446e-84	80.626765527719618918795156893935443571659070638833520478204126626324933599730699
102719/409600	9.5784161162689865989710809189221921791454587851998719706934599291387810270457543e-84	80.752351136227427988136715726265889539007783500094882831810262977872755088317497
205437/819200	-1.091514004053141059999899073044188713511017525863461294206476810941608702161596e-83	80.878331055870697156623624206303779835899472461493002579160218798743546902238324
51359/204800	6.814519364225880874696836086148409092471433114903938572222632247388142543695053e-84	81.00470714660737667671933899441451059797380245712128947030859540079257841401435
41087/163840	-3.9841832621100062999376917871384461939103464105825034974042932962455711558442781e-83	81.131481280111687371617470268765216228074494298149335604812524828732697199784512
102717/409600	-1.8436199696459685560219886846755370119084292574617912854770824392475138438559333e-83	81.258655339866520245418597276551694530149145189923650941929692596248610930897094
205433/819200	2.2817496275096788712212722103027199348784274849925583280067086268765924057170573e-83	81.386231221256711918995964155677819807256951391256759637656815739480690469559287
25679/102400	1.7926915389181346504939622478389530936511159364192531801977385169809048553154739e-83	81.514210831663205592151040460120328253576818894997647603907911985766133136476567
205431/819200	1.187586623771470522335615834077571109429137934511044125890216659917613292725348e-83	81.642596090558107355646948057498542141065939164732348250818140836788172871331055
20543/81920	1.9026731693012976338806993350001427498364556274476480850290085434799877650255756e-83	81.771388929600647801451730691730805478346644836200514504917851164359005929006984
205429/819200	1.9622449862840576897755266577754928845273788198087739379900708813823958419189786e-83	81.900591292734059006052307067002945194978550022059666424573517123411453290991957
51357/204800	2.7586440745189023309245716575957557038928671333594140075874173279089338894090524e-83	82.030205136283377090042124625913937892509270613404542366718429230580924590915509
205427/819200	2.1637316564722209754216855871373879735234031271162723490845302341502908171349637e-83	82.160232429054180687369939707236457822350535944030958988377170968291719488720602
102713/409600	2.4600086710664782464924972743140360419807289265167201053725801836489131234974593e-83	82.290675152432275789693219106563104278052823951808618780384557083052037521383843
8217/32768	2.8546125338535467157509976925828798932759610422663293654617003938631626820664983e-83	82.421535300484337565237334799407026056507165250333115327729704028882755111684191
12839/51200	2.8866079019963278393204179735895876572707441136579193288684216197352174363001232e-83	82.552814880059519887451482198627876999954294098612820123189539380360687468520589
205423/819200	3.1594320412231014433581786275030834377782686474210174816131993033170746038961472e-83	82.684515910892043446605105356537183857422394429291142743423641087840786784044346
102711/409600	3.3914263812725448303171227631770255845877930412279495501966050404686705940225764e-83	82.816640425704773457316120990337635171250266016457438392109476177450661386790031
205421/819200	3.6615101665039148976407127785745703488281337247205816344224674718399524961657152e-83	82.949190470313798116876517162899059618449219264266597145795155690873973311417981
10271/40960	3.9640520674195387582030605163000561221811995400068378515527621811043339940346451e-83	83.082168103734019113174651816448145060684706601298272816981093159235694730196683
205419/819200	4.2527363338761126671175904515482171166930534450570413301513747692600146615310785e-83	83.215575398285765627040061981273423866737628296317736726975001645203978279937672
102709/409600	5.6458408617900311595591538097612457507628900866829162170629621675692456095408657e-83	83.349414439702443421989679411283045826771143181805159729646185982577035677539051
205417/819200	5.3806692755672467739222978621716638194929947281026979162109043828982254313948142e-83	83.483687327239230764668499396655993409477673150616905106438778713444605721890562
25677/102400	5.6005205797262678486020986423198386664937784719507192570294364748902961222593699e-83	83.618396173782833071788048812272131741946035734317910668154806833581699617466342
41083/163840	5.9881257945139707946689278423954419269061617682541344967343826784232732769173397e-83	83.753543105962308334108156807711390187755012279475496838916618059101181867780116
102707/409600	6.0205260184944469657458376718817303147280524630127495351383017878899368467773527e-83	83.889130264260975525017896409834449736412692303154979525598498152510423636141761
205413/819200	7.0200647351754166168039151934970964465133574545765143029965853444321423016112089e-83	84.025159803129418360587139446262582992299266679582862265597761258575412986907623
51353/204800	7.5579577276432893970543558587481427047889157006043576457402153014991573189901856e-83	84.161633891099596939618617425634055403576380522060403047665603230358781005689389
205411/819200	7.9768753439739736912473163068682893295880218350564153758459874239158744416146579e-83	84.298554710900079956270052272522765328891823434242000946259185041629206614656637
20541/81920	8.7856593186816308691713525099430616647632787438313504435508343977304897374231999e-83	84.435924459572410344275849521762371800592464365669128224546970125826242208730137
205409/819200	9.2372950307095037336952252553574848345417566180794072863761459341717288748821649e-83	84.573745348588617380717774230183492215515116114881800626604118495663830342111008
6419/25600	1.0149911906170491956906148931338248218095285866739347349709108492135270542574733e-82	84.712019603969888448714416972429600992470944889687902660359718153708511878820943
205407/819200	1.1084423977697529662872720940211251422877066551525055530882080668788490236255422e-82	84.850749466406413832361297582300387171804260765359476792525363032629036364364535
102703/409600	1.2013300715200232243179798804048563463580494145185093222307107296374523778092497e-82	84.989937191378418093799089253697769609582600806904383056986446486460312066601441
41081/163840	1.3031792759416947454982937825614078947071807507434486674993294286908166218664593e-82	85.129585049278391761459379269650817279075168070538709967447311449078615636986485
51351/204800	1.4076529633171586880821035414635049443880364107144706591649441848470766476772795e-82	85.26969532553453724037909675065715155612496325577847797868753275434347332024429
205403/819200	1.5292784652088027524307263773632349225065368163204857686579700429728829605159945e-82	85.410270320735443040030507371007816246161877804691274127582293521408864483226415
102701/409600	1.6605103142285478106917423443184046538795788206283825202883725132373827565577877e-82	85.55131235075600060242858396118015727502068351670620679846393243678659241342705
205401/819200	1.7996819996883795029444937529804859274631525474483729344384108522243431009473352e-82	85.692823746884578203397519437419375837448559107687769332781124781242159731234563
1027/4096	1.9547532667835869182622288801283803562331477575414729805183817144080676093973508e-82	85.834806855951466592849905385511082471348037086022224785771033909578482691098242
205399/819200	2.1198137550607703802544921292939487049181857682820980020193229106795762042264302e-82	85.977264040458611235803265212752273847199792652751584997529854664909303195528504
102699/409600	2.3403215630460278170030569159628501939657084910370945088562962234361874487292548e-82	86.120197678710646214677690165593191248941549042638308030350120292939480183413815
205397/819200	2.318089790010246730665442986948857572161363582277246367724910134849708914576975e-82	86.263610164947245055234658145899592620176489547497661784538557213725241360246008
51349/204800	2.7950203212522456937080958896157848449523697155405963325599920292633750444183152e-82	86.407503909476803943381008949160186639686017119995743473427224168613396043184417
41079/163840	2.9203410179774100095628243497557086381882357593730948338857835583583081232370201e-82	86.551881338811473008024724823571760155909624626499583211525821270517682124913624
102697/409600	3.1723126064096148318544232452355031531345514019866806929838749946326372431188152e-82	86.696744895803551556282790149930309860023791022391726799979614976934740950061953
205393/819200	3.456445001673592937287065839472300164450609236861153967504211419536586604952079e-82	86.842097039783263361659114312744616014456042481971741419500816695331600502958644
12837/51200	3.7696934263693090313892232244872389234766277669571120477219988063647492544445774e-82	86.98794024669792832338642053664302759750346471226026877820380142944722782435592
205391/819200	4.1005751119771660560753578261271928958611651958537288668509759826700232318122315e-82	87.134277009252547036015261029305986111354692891051847160910416327918194669153539
20539/81920	4.4626335376302660031578734790709504671228025984698923541568713729733490287341413e-82	87.281109837051815032592073488648159298777625850936124770332701804496957371847136
205389/819200	4.8482471984269721148948038739866942614011440044858431255684802066426996653340285e-82	87.428441256743583692453652980126558043442891195275256202422773485496681951715144
51347/204800	5.2668515900716981613385614614209439759511975597178243313664222782739077832628317e-82	87.576273812163785035835853652716050028955480304531826636509842968564563682824753
205387/819200	5.7271278905325138740260116954060584857650509416207312999802298349880366982889866e-82	87.724610064482837862209126100676927349374752132108347406688978750847544376369509
102693/409600	6.2270700599582663982461613168293763176308781743084302186082123274238518428221485e-82	87.873452592353552927573122196083946249119631102477501818815051387552632552804612
41077/163840	6.7717385526337646061556208833325381812265881364692037825313701561506288147567948e-82	88.022803992060555097928681019820937528976776562435588584204388584364480109926982
25673/102400	7.3651027693888535216231002320619878076553277821316014028531440757623469840497852e-82	88.172666877671240661860828883508211904142799774154894387063485088725381352003757
205383/819200	8.0116209800010104077821265484428375052819241422843416452739113134338899076600458e-82	88.323043881188288234674949700592884134198618511654834209110636580550529892498961
102691/409600	8.7162404231169519124666344716729284763865359040687956321875439470906277987972332e-82	88.47393765270374193989518445635435934861120505917160350688541542680869011764657
205381/819200	9.4841425321639202319870083153991960533207785888526489904262265179411419803596277e-82	88.625350860554685811225809524852699261525480024090123151209714005267847493152077
